Company1,Company2,Value
6,19,0.5183499026285017
6,20,0.5751446439131015
6,21,-0.21261784730524855
6,22,0.7231198747354126
6,23,0.6569314446963994
6,24,-0.09996463429041014
6,25,-0.03943913422132694
6,26,-0.6056344077744904
6,27,-0.5194185234477557
6,28,0.7262712970842335
6,29,-0.420426617092001
6,30,0.7215398431704911
7,1,0.4558568521884497
7,2,0.7254854667380524
7,3,0.5923107949310686
7,4,-0.7840655946797105
7,5,0.7158596046013399
7,6,-0.7632066925969688
7,7,1.0
7,8,0.4970379808783259
7,9,-0.33463231305076646
7,10,-0.6519689743401992
7,11,-0.34497356540624385
7,12,-0.5719765917519869
7,13,-0.18539850218134998
7,14,0.5646139849101951
7,15,-0.3343189993158677
7,16,0.8909919909845411
7,17,-0.14534375188447185
7,18,-0.2861251296133479
7,19,-0.35280210341934526
7,20,-0.48405851947231254
7,21,0.23042715172747338
7,22,-0.6808449140943708
7,23,-0.40494964662357913
7,24,0.282364506247753
7,25,-0.20624076255036025
7,26,0.7151134820227788
7,27,0.5722929101886919
7,28,-0.4742580633404707
7,29,0.5101297952065823
7,30,-0.6812631565432814
8,1,0.20177176655765847
8,2,0.33867716315142293
8,3,0.42885560993245847
8,4,-0.6139377548049471
8,5,0.3522255733451381
8,6,-0.6200842188271655
8,7,0.49703798087832585
8,8,0.9999999999999998
8,9,-0.23544153184047534
8,10,-0.505501556483691
8,11,-0.22621525638236956
8,12,-0.3317356121961525
8,13,-0.1541330144537925
8,14,0.3961269434327107
8,15,-0.22145894657013718
8,16,0.6360623568742121
8,17,-0.11311390114864678
8,18,-0.21498701388427172
8,19,-0.23363843784352217
8,20,-0.26947456017942545
8,21,-0.32341875008381127
8,22,-0.3866482540216377
8,23,-0.4089926615680728
8,24,0.11789686209581218
8,25,-0.30794393325947284
8,26,0.23406002897460226
8,27,0.3559302946375337
8,28,-0.43909925107036524
8,29,0.655683893030003
8,30,-0.39727787914295215
9,1,0.2474015584503513
9,2,-0.30470940979185107
9,3,-0.16220401131456513
9,4,0.08089061179246561
9,5,-0.20920057680340393
9,6,0.023800112264023083
9,7,-0.3346323130507664
9,8,-0.23544153184047537
9,9,1.0
9,10,0.833084439021441
9,11,-0.0765225385651301
9,12,-0.09546049067140097
9,13,-0.02190626686496204
9,14,-0.6138046014965344
9,15,-0.07457106390944393
9,16,-0.3594391443451185
9,17,-0.03264077564638188
9,18,-0.0607928398619514
9,19,-0.07383333298570288
9,20,-0.07793666214703282
9,21,0.2208118064786682
9,22,-0.08739871834454006
9,23,-0.24611362300277131
9,24,-0.3502884838322026
9,25,0.748553988245848
9,26,-0.2524158392472391
9,27,-0.48263383084320355
9,28,-0.03397106197859167
9,29,-0.4166780591695766
9,30,-0.08771888670475758
10,1,-0.040598136511330804
10,2,-0.5240831570978655
10,3,-0.43886802376633743
10,4,0.5642152097744493
10,5,-0.5439260699566486
10,6,0.5020697923772595
10,7,-0.6519689743401992
10,8,-0.505501556483691
10,9,0.833084439021441
10,10,1.0
10,11,0.27789771958999987
10,12,0.2980559161148322
10,13,0.19276611068997423
10,14,-0.6112328879536008
10,15,0.2737836732176706
10,16,-0.7285164320807607
10,17,0.1564396211739896
10,18,0.26907949599228237
10,19,0.2880395911813934
10,20,0.29236049410807147
10,21,0.107966209553561
10,22,0.32077354945692915
10,23,0.2013610759799624
10,24,-0.304462441131659
10,25,0.636768998700987
10,26,-0.5079088681750699
10,27,-0.6145572854094803
10,28,0.31998328290508926
10,29,-0.5172169561570522
10,30,0.32134011019695996
11,1,-0.029191531954022885
11,2,0.047372138577835635
11,3,-0.16862033732633117
11,4,0.549157547068402
11,5,-0.33822964984212284
11,6,0.5159415835512111
11,7,-0.34497356540624385
11,8,-0.22621525638236956
11,9,-0.07652253856513008
11,10,0.27789771958999987
11,11,0.9999999999999999
11,12,0.7417092520880636
11,13,0.5029458268587641
11,14,0.2580764389028134
11,15,0.9761928991617107
11,16,-0.3605761516611684
11,17,0.4023445798896219
11,18,0.8685692253234082
11,19,0.9790493413851846
11,20,0.7754869262856727
11,21,-0.08951620383987888
11,22,0.6145951956550113
11,23,0.6989918700692958
11,24,0.16233084993505667
11,25,0.049723916106753516
11,26,-0.31933942163713785
11,27,0.09681663764929967
11,28,0.10228876049946914
11,29,-0.008778671417376689
11,30,0.6038571940715249
12,1,-0.28989757220504425
12,2,-0.30804861526751365
12,3,-0.19587951423586428
12,4,0.6610220790959768
12,5,-0.41877557709153657
12,6,0.6553376917039181
12,7,-0.5719765917519868
12,8,-0.3317356121961525
12,9,-0.09546049067140099
12,10,0.2980559161148321
12,11,0.7417092520880636
12,12,1.0
12,13,0.35809590056908913
12,14,0.12705152382429585
12,15,0.7274067261004457
12,16,-0.5326945342219209
12,17,0.2741428361290186
12,18,0.6283527629586028
12,19,0.7541420053829193
12,20,0.8599146794239148
12,21,-0.11612897472554268
12,22,0.8728418853129357
12,23,0.8048784527466372
12,24,0.22360367800800585
12,25,-0.0405556882325042
12,26,-0.4537448516105182
12,27,0.09315234594583387
12,28,0.2432772382778993
12,29,-0.040567931980829135
12,30,0.8460531026007704
13,1,-0.006996712053324341
13,2,0.08618459631619932
13,3,-0.14017085532961254
13,4,0.3576187986256752
13,5,-0.25766728843894965
13,6,0.22045715486003373
13,7,-0.18539850218135
13,8,-0.1541330144537925
13,9,-0.02190626686496204
13,10,0.1927661106899742
13,11,0.5029458268587641
13,12,0.35809590056908913
13,13,1.0
13,14,0.1552678464893491
13,15,0.4924920879051956
13,16,-0.26870857932514425
13,17,0.8190159336001357
13,18,0.5854725144562568
13,19,0.5571182716020446
13,20,0.44481168835036494
13,21,-0.04863686153571155
13,22,0.29227175019738894
13,23,0.5037717542753894
13,24,0.09494111644209846
13,25,0.011507907608981441
13,26,-0.1904528702519674
13,27,0.046236549471153125
13,28,0.027646851799438023
13,29,0.0025692889547104243
13,30,0.3332114096113668
14,1,0.22914421657924436
14,2,0.5674899273818319
14,3,0.5999167896278114
14,4,-0.25330131433945335
14,5,0.5083755404163594
14,6,-0.24688192159251002
14,7,0.564613984910195
14,8,0.3961269434327107
14,9,-0.6138046014965345
14,10,-0.6112328879536008
14,11,0.2580764389028134
14,12,0.12705152382429585
14,13,0.1552678464893491
14,14,1.0
14,15,0.2546129447705188
14,16,0.5967103087483036
14,17,0.11840401832452263
14,18,0.2601133874961618
14,19,0.26204389636823155
14,20,0.16818982643676456
14,21,0.020107560554205796
14,22,0.05467454822919489
14,23,0.2520626485014021
14,24,0.6881672656716872
14,25,-0.5612303322432538
14,26,0.48490688777905816
14,27,0.7504749956187445
14,28,-0.2101614350524135
14,29,0.7616570217627303
14,30,0.04395545187844434
15,1,-0.024538924987431574
15,2,0.057997815825666314
15,3,-0.1619318683906557
15,4,0.5402157921045346
15,5,-0.32203790481985173
15,6,0.510986973624209
15,7,-0.3343189993158678
15,8,-0.22145894657013718
15,9,-0.07457106390944393
15,10,0.2737836732176706
15,11,0.9761928991617107
15,12,0.7274067261004457
15,13,0.49249208790519555
15,14,0.2546129447705188
15,15,1.0
15,16,-0.3585948948257029
15,17,0.3834038963646578
15,18,0.8714036905605003
15,19,0.9592619657581316
15,20,0.7546125952206271
15,21,-0.08910529595801661
15,22,0.5986765050815412
15,23,0.6865451780162116
15,24,0.1602362089783884
15,25,0.05416000606727893
15,26,-0.3101934538744559
15,27,0.1005410992214608
15,28,0.09983679852787519
15,29,-0.004274493837710473
15,30,0.5954682947686861
16,1,0.49516513210603375
16,2,0.7068009803188193
16,3,0.6615169373824414
16,4,-0.8491855141449701
16,5,0.7426752833131373
16,6,-0.8305634914189306
16,7,0.890991990984541
16,8,0.6360623568742121
16,9,-0.35943914434511853
16,10,-0.7285164320807606
16,11,-0.36057615166116835
16,12,-0.5326945342219208
16,13,-0.26870857932514425
16,14,0.5967103087483034
16,15,-0.3585948948257029
16,16,1.0
16,17,-0.21228769316419574
16,18,-0.3508731482577257
16,19,-0.3714299164729181
16,20,-0.4392009902133048
16,21,0.11156194081170413
16,22,-0.6190450949139032
16,23,-0.48231163497345464
16,24,0.33478500395051475
16,25,-0.2921167193483816
16,26,0.6697676349025615
16,27,0.6264273427157608
16,28,-0.5799743326759768
16,29,0.5907282046194599
16,30,-0.6438134781458709
17,1,0.03676283452754965
17,2,0.07993159025771726
17,3,-0.1039142220244948
17,4,0.29884382345654326
17,5,-0.2082125348863245
17,6,0.15614936141376418
17,7,-0.14534375188447185
17,8,-0.11311390114864678
17,9,-0.03264077564638189
17,10,0.15643962117398957
17,11,0.4023445798896219
17,12,0.2741428361290186
17,13,0.8190159336001358
17,14,0.11840401832452263
17,15,0.3834038963646578
17,16,-0.21228769316419577
17,17,1.0
17,18,0.4560950011905188
17,19,0.4382796603746541
17,20,0.35632356285536027
17,21,-0.02050734385039947
17,22,0.23102359002571124
17,23,0.4187036592526087
17,24,0.10848687149223468
17,25,0.00046706430620740963
17,26,-0.14356619103371054
17,27,0.0659128538215711
17,28,0.017054080187517043
17,29,0.003796673429973441
17,30,0.2646850490821231
18,1,0.008964036524662053
18,2,0.11595867467602518
18,3,-0.14581207356065853
18,4,0.5214378797865661
18,5,-0.29446614117807757
18,6,0.45411492770674294
18,7,-0.28612512961334796
18,8,-0.21498701388427172
18,9,-0.060792839861951414
18,10,0.26907949599228237
18,11,0.8685692253234083
18,12,0.6283527629586028
18,13,0.5854725144562568
18,14,0.2601133874961618
18,15,0.8714036905605004
18,16,-0.35087314825772575
18,17,0.4560950011905188
18,18,1.0
18,19,0.8803914698048029
18,20,0.6676906910185917
18,21,-0.07690811566273252
18,22,0.5004567963936025
18,23,0.6639586384509366
18,24,0.15566054451129774
18,25,0.0704084468536911
18,26,-0.27449595355925577
18,27,0.08617354253724145
18,28,0.0746806867447953
18,29,0.025528214378039628
18,30,0.5417956498129877
19,1,-0.0301905042674741
19,2,0.049130570705498165
19,3,-0.1749094455350326
19,4,0.5624030835739375
19,5,-0.3517524219920899
19,6,0.5183499026285018
19,7,-0.3528021034193453
19,8,-0.23363843784352217
19,9,-0.07383333298570288
19,10,0.2880395911813934
19,11,0.9790493413851847
19,12,0.7541420053829193
19,13,0.5571182716020446
19,14,0.26204389636823155
19,15,0.9592619657581317
19,16,-0.3714299164729182
19,17,0.4382796603746541
19,18,0.8803914698048029
19,19,1.0
19,20,0.7945644079200102
19,21,-0.09098857595118642
19,22,0.6241905523218748
19,23,0.7188720048772582
19,24,0.1681347813655922
19,25,0.04727166893863849
19,26,-0.32767398220624006
19,27,0.09625357195416237
19,28,0.10288087576527273
19,29,-0.005777190540556597
19,30,0.6101400504645869
20,1,-0.18906660528936628
20,2,-0.18430582810480722
20,3,-0.20813307849703389
20,4,0.6153620107898197
20,5,-0.4151829766824074
20,6,0.5751446439131016
20,7,-0.48405851947231254
20,8,-0.26947456017942545
20,9,-0.0779366621470328
20,10,0.2923604941080714
20,11,0.7754869262856726
20,12,0.8599146794239146
20,13,0.444811688350365
20,14,0.16818982643676456
20,15,0.7546125952206271
20,16,-0.4392009902133048
20,17,0.35632356285536027
20,18,0.6676906910185918
20,19,0.7945644079200103
20,20,0.9999999999999998
20,21,-0.10542925291987928
20,22,0.7627414658785957
20,23,0.7521252932576514
20,24,0.21217592692230508
20,25,-0.011754132258075768
20,26,-0.4009150478752654
20,27,0.09207449901014149
20,28,0.16854136059542932
20,29,-0.038581796152978305
20,30,0.6820054816270731
21,1,0.36688043076786325
21,2,0.17204954218346832
21,3,0.415632824698045
21,4,-0.14034974940534042
21,5,0.4087778929175819
21,6,-0.21261784730524855
21,7,0.2304271517274734
21,8,-0.3234187500838113
21,9,0.22081180647866822
21,10,0.107966209553561
21,11,-0.08951620383987888
21,12,-0.11612897472554268
21,13,-0.04863686153571155
21,14,0.0201075605542058
21,15,-0.0891052959580166
21,16,0.11156194081170413
21,17,-0.02050734385039947
21,18,-0.07690811566273253
21,19,-0.09098857595118644
21,20,-0.10542925291987928
21,21,1.0
21,22,-0.10380020529807753
21,23,0.022785585491903956
21,24,0.24460550769479564
21,25,0.34286137395443383
21,26,0.4216385149549772
21,27,0.2460774934277735
21,28,-0.06868641078663251
21,29,0.01390044629533892
21,30,-0.10047664453683103
22,1,-0.396978799727878
22,2,-0.471148950032203
22,3,-0.16749455507082428
22,4,0.7150420854238273
22,5,-0.399240807058781
22,6,0.7231198747354126
22,7,-0.6808449140943706
22,8,-0.3866482540216377
22,9,-0.08739871834454006
22,10,0.32077354945692915
22,11,0.6145951956550113
22,12,0.8728418853129358
22,13,0.29227175019738894
22,14,0.05467454822919488
22,15,0.5986765050815412
22,16,-0.6190450949139031
22,17,0.23102359002571127
22,18,0.5004567963936025
22,19,0.6241905523218748
22,20,0.7627414658785957
22,21,-0.10380020529807753
22,22,1.0
22,23,0.8055292430717065
22,24,0.28126088268347277
22,25,-0.09116821066481609
22,26,-0.5086335085902984
22,27,0.02024341318917764
22,28,0.3826968758882628
22,29,-0.0347217965370347
22,30,0.9645627993684257
23,1,-0.32943803586453146
23,2,-0.27606907713486306
23,3,-0.14564380312039332
23,4,0.7080551569151248
23,5,-0.33914099345672594
23,6,0.6569314446963995
23,7,-0.40494964662357913
23,8,-0.4089926615680728
23,9,-0.24611362300277134
23,10,0.2013610759799624
23,11,0.6989918700692958
23,12,0.8048784527466372
23,13,0.5037717542753894
23,14,0.25206264850140203
23,15,0.6865451780162116
23,16,-0.4823116349734547
23,17,0.41870365925260866
23,18,0.6639586384509366
23,19,0.7188720048772581
23,20,0.7521252932576514
23,21,0.022785585491903956
23,22,0.8055292430717064
23,23,0.9999999999999999
23,24,0.36347170890264263
23,25,-0.12927653561877792
23,26,-0.2928418811991645
23,27,0.1265359677821243
23,28,0.4416761830432131
23,29,0.045917989152893045
23,30,0.8087021736028899
24,1,0.2784020679279401
24,2,0.176486651571521
24,3,0.6389334273366944
24,4,-0.023741406673547297
24,5,0.4558326027955701
24,6,-0.09996463429041014
24,7,0.282364506247753
24,8,0.11789686209581217
24,9,-0.3502884838322026
24,10,-0.304462441131659
24,11,0.16233084993505664
24,12,0.22360367800800585
24,13,0.09494111644209846
24,14,0.6881672656716873
24,15,0.16023620897838836
24,16,0.3347850039505147
24,17,0.10848687149223468
24,18,0.15566054451129777
24,19,0.16813478136559218
24,20,0.21217592692230502
24,21,0.24460550769479567
24,22,0.2812608826834728
24,23,0.36347170890264263
24,24,1.0
24,25,-0.28293387964014305
24,26,0.33301201069903213
24,27,0.6492927165212724
24,28,0.006107722522307392
24,29,0.709154958794393
24,30,0.2777281048507511
25,1,0.45869279396033863
25,2,-0.09239088446546218
25,3,-0.09576909657944437
25,4,0.043460989556178144
25,5,-0.05749595948843639
25,6,-0.03943913422132694
25,7,-0.20624076255036025
25,8,-0.30794393325947284
25,9,0.7485539882458481
25,10,0.636768998700987
25,11,0.049723916106753516
25,12,-0.0405556882325042
25,13,0.011507907608981443
25,14,-0.5612303322432539
25,15,0.054160006067278936
25,16,-0.2921167193483816
25,17,0.0004670643062074097
25,18,0.0704084468536911
25,19,0.04727166893863848
25,20,-0.01175413225807577
25,21,0.34286137395443383
25,22,-0.09116821066481609
25,23,-0.12927653561877792
25,24,-0.28293387964014305
25,25,1.0
25,26,-0.18255635262949163
25,27,-0.2173273194971346
25,28,-0.17642220415994203
25,29,-0.43801059200562203
25,30,-0.08928472388536664
26,1,0.34447341377895024
26,2,0.49292722066264094
26,3,0.5845399206341751
26,4,-0.5570399754360063
26,5,0.6580952954588245
26,6,-0.6056344077744905
26,7,0.7151134820227787
26,8,0.23406002897460224
26,9,-0.2524158392472391
26,10,-0.5079088681750699
26,11,-0.31933942163713785
26,12,-0.45374485161051825
26,13,-0.1904528702519674
26,14,0.4849068877790581
26,15,-0.3101934538744559
26,16,0.6697676349025615
26,17,-0.14356619103371057
26,18,-0.27449595355925577
26,19,-0.32767398220624006
26,20,-0.4009150478752654
26,21,0.4216385149549772
26,22,-0.5086335085902985
26,23,-0.2928418811991645
26,24,0.33301201069903213
26,25,-0.1825563526294916
26,26,1.0
26,27,0.5128283123504095
26,28,-0.25437742469922736
26,29,0.44524523823169826
26,30,-0.5053038461846299
27,1,0.45323201715304007
27,2,0.5845526829735114
27,3,0.8031587880150963
27,4,-0.4801992386975787
27,5,0.7450687318454726
27,6,-0.5194185234477557
27,7,0.5722929101886919
27,8,0.3559302946375337
27,9,-0.48263383084320355
27,10,-0.6145572854094803
27,11,0.09681663764929967
27,12,0.09315234594583388
27,13,0.046236549471153125
27,14,0.7504749956187445
27,15,0.10054109922146082
27,16,0.6264273427157608
27,17,0.0659128538215711
27,18,0.08617354253724145
27,19,0.09625357195416237
27,20,0.09207449901014149
27,21,0.24607749342777346
27,22,0.02024341318917764
27,23,0.1265359677821243
27,24,0.6492927165212724
27,25,-0.21732731949713463
27,26,0.5128283123504095
27,27,1.0
27,28,-0.5212431553540626
27,29,0.6722141501377267
27,30,0.012838890650518702
28,1,-0.5610267406109709
28,2,-0.68911402013029
28,3,-0.42536036142163464
28,4,0.7525725653565584
28,5,-0.5205356668553656
28,6,0.7262712970842335
28,7,-0.47425806334047066
28,8,-0.43909925107036524
28,9,-0.03397106197859167
28,10,0.3199832829050893
28,11,0.10228876049946915
28,12,0.2432772382778993
28,13,0.02764685179943802
28,14,-0.2101614350524135
28,15,0.09983679852787518
28,16,-0.5799743326759768
28,17,0.017054080187517043
28,18,0.0746806867447953
28,19,0.10288087576527274
28,20,0.16854136059542935
28,21,-0.06868641078663251
28,22,0.3826968758882628
28,23,0.44167618304321316
28,24,0.006107722522307391
28,25,-0.17642220415994203
28,26,-0.25437742469922736
28,27,-0.5212431553540626
28,28,0.9999999999999999
28,29,-0.1640184675689585
28,30,0.397508402438809
29,1,0.26469986122304384
29,2,0.3335371035229742
29,3,0.7246690917658717
29,4,-0.3426567261675792
29,5,0.5205770006295894
29,6,-0.4204266170920011
29,7,0.5101297952065823
29,8,0.655683893030003
29,9,-0.4166780591695766
29,10,-0.5172169561570521
29,11,-0.00877867141737669
29,12,-0.040567931980829135
29,13,0.0025692889547104243
29,14,0.7616570217627303
29,15,-0.004274493837710473
29,16,0.59072820461946
29,17,0.003796673429973441
29,18,0.02552821437803963
29,19,-0.0057771905405565975
29,20,-0.038581796152978305
29,21,0.013900446295338922
29,22,-0.0347217965370347
29,23,0.04591798915289305
29,24,0.7091549587943929
29,25,-0.43801059200562203
29,26,0.44524523823169826
29,27,0.6722141501377267
29,28,-0.1640184675689585
29,29,1.0
29,30,-0.024759691455901924
30,1,-0.4054600540037443
30,2,-0.45996183358734816
30,3,-0.15231581870686234
30,4,0.7181530352841717
30,5,-0.37719480768221386
30,6,0.7215398431704911
30,7,-0.6812631565432814
30,8,-0.3972778791429521
30,9,-0.08771888670475758
30,10,0.32134011019696
30,11,0.6038571940715249
30,12,0.8460531026007704
30,13,0.33321140961136686
30,14,0.04395545187844434
30,15,0.5954682947686862
30,16,-0.643813478145871
30,17,0.26468504908212315
30,18,0.5417956498129876
30,19,0.6101400504645869
30,20,0.682005481627073
30,21,-0.10047664453683103
30,22,0.9645627993684257
30,23,0.8087021736028899
30,24,0.2777281048507511
30,25,-0.08928472388536664
30,26,-0.5053038461846299
30,27,0.012838890650518702
30,28,0.39750840243880897
30,29,-0.024759691455901924
30,30,1.0
